time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,6416_c,6416_h,6416_r,6416_s,6417_c,6417_h,6417_r,6417_s,6418_c,6418_h,6418_r,6418_s,6419_c,6419_r,6419_s
2023-05-31 22:25:00,29.0,17.2,32.0,24.4,29.433333333333334,26.3,27.2,"[25.4, 27.2]",1.0,24.4,21.0,25.0,1.0,31.9,26.0,25.0,1.0,32.0,26.0,25.0,1.0,25.0,25.0
2023-05-31 22:30:00,29.0,17.2,32.0,24.4,29.433333333333334,26.25,27.1,"[25.4, 27.1]",1.0,24.4,22.0,25.0,1.0,31.9,26.0,25.0,1.0,32.0,26.0,25.0,1.0,25.0,25.0
2023-05-31 22:35:00,29.0,17.2,32.0,24.3,29.4,26.25,27.1,"[25.4, 27.1]",1.0,24.3,22.0,25.0,1.0,31.9,26.0,25.0,1.0,32.0,26.0,25.0,1.0,25.0,26.0
2023-05-31 22:40:00,28.9,17.2,32.0,24.3,29.366666666666664,26.25,27.1,"[25.4, 27.1]",1.0,24.3,22.0,26.0,1.0,31.8,26.0,26.0,1.0,32.0,26.0,26.0,1.0,25.0,26.0
2023-05-31 22:45:00,28.9,17.2,31.9,24.3,29.33333333333333,26.200000000000003,27.1,"[25.3, 27.1]",1.0,24.3,22.0,26.0,1.0,31.8,26.0,26.0,1.0,31.9,26.0,26.0,1.0,25.0,26.0
2023-05-31 22:50:00,28.9,17.2,31.9,24.3,29.33333333333333,26.200000000000003,27.1,"[25.3, 27.1]",1.0,24.3,22.0,26.0,1.0,31.8,26.0,26.0,1.0,31.9,25.0,26.0,1.0,25.0,26.0
2023-05-31 22:55:00,28.9,17.2,31.9,24.3,29.3,26.200000000000003,27.1,"[25.3, 27.1]",1.0,24.3,22.0,26.0,1.0,31.7,25.0,26.0,1.0,31.9,26.0,26.0,1.0,25.0,26.0
2023-05-31 23:00:00,28.9,17.2,31.8,24.2,29.23333333333333,26.200000000000003,27.1,"[25.3, 27.1]",1.0,24.2,22.0,26.0,1.0,31.7,25.0,26.0,1.0,31.8,25.0,26.0,1.0,25.0,26.0
2023-05-31 23:05:00,28.9,17.2,31.8,24.2,29.23333333333333,26.200000000000003,27.1,"[25.3, 27.1]",1.0,24.2,22.0,27.0,1.0,31.7,25.0,27.0,1.0,31.8,25.0,27.0,1.0,25.0,27.0
2023-05-31 23:10:00,28.9,17.2,31.9,24.2,29.266666666666666,26.450000000000003,27.3,"[25.6, 27.3]",1.0,24.2,23.0,27.0,1.0,31.7,27.0,27.0,1.0,31.9,27.0,27.0,1.0,26.0,27.0
2023-05-31 23:15:00,28.8,17.2,31.9,26.2,29.933333333333334,26.8,27.6,"[26.0, 27.6]",1.0,26.2,23.0,27.0,1.0,31.7,28.0,27.0,1.0,31.9,28.0,27.0,1.0,27.0,27.0
2023-05-31 23:20:00,28.8,17.2,32.3,27.2,30.5,27.1,27.9,"[26.3, 27.9]",1.0,27.2,24.0,27.0,1.0,32.3,28.0,27.0,1.0,32.0,28.0,27.0,1.0,27.0,27.0
2023-05-31 23:25:00,28.8,17.2,32.6,27.7,30.866666666666664,27.3,28.1,"[26.5, 28.1]",1.0,27.7,24.0,27.0,1.0,32.3,28.0,27.0,1.0,32.6,28.0,27.0,1.0,27.0,27.0
2023-05-31 23:30:00,28.8,17.2,32.6,27.2,30.8,27.4,28.2,"[26.6, 28.2]",1.0,27.2,24.0,27.0,1.0,32.6,28.0,27.0,1.0,32.6,27.0,27.0,1.0,27.0,27.0
2023-05-31 23:35:00,28.8,17.2,33.0,27.2,31.03333333333333,27.450000000000003,28.3,"[26.6, 28.3]",1.0,27.2,25.0,25.0,1.0,33.0,28.0,25.0,1.0,32.9,27.0,25.0,1.0,26.0,25.0
2023-05-31 23:40:00,28.8,17.2,33.4,25.9,30.83333333333333,27.2,28.0,"[26.4, 28.0]",1.0,25.9,25.0,25.0,1.0,33.4,26.0,25.0,1.0,33.2,25.0,25.0,1.0,25.0,25.0
2023-05-31 23:45:00,28.8,17.2,33.3,25.9,30.8,27.0,27.9,"[26.1, 27.9]",1.0,25.9,25.0,25.0,1.0,33.3,26.0,25.0,1.0,33.2,26.0,25.0,1.0,26.0,25.0
2023-05-31 23:50:00,28.8,17.2,33.3,25.1,30.53333333333333,26.85,27.8,"[25.9, 27.8]",1.0,25.1,24.0,25.0,1.0,33.3,26.0,25.0,1.0,33.2,26.0,25.0,1.0,26.0,25.0
2023-05-31 23:55:00,28.8,17.2,33.2,25.0,30.433333333333337,26.75,27.7,"[25.8, 27.7]",1.0,25.0,24.0,25.0,1.0,33.2,26.0,25.0,1.0,33.1,26.0,25.0,1.0,26.0,25.0
2023-06-01 00:00:00,28.7,17.2,33.0,24.9,30.3,26.6,27.5,"[25.7, 27.5]",1.0,24.9,24.0,25.0,1.0,33.0,26.0,25.0,1.0,33.0,26.0,25.0,1.0,26.0,25.0
2023-06-01 00:05:00,28.7,17.2,32.8,24.9,30.1,26.6,27.5,"[25.7, 27.5]",1.0,24.9,24.0,25.0,1.0,32.6,26.0,25.0,1.0,32.8,26.0,25.0,1.0,25.0,25.0
2023-06-01 00:10:00,28.7,17.2,32.8,24.8,30.03333333333333,26.55,27.4,"[25.7, 27.4]",1.0,24.8,24.0,26.0,1.0,32.5,26.0,26.0,1.0,32.8,26.0,26.0,1.0,25.0,26.0
2023-06-01 00:15:00,28.7,15.6,32.7,24.7,29.96666666666667,26.5,27.4,"[25.6, 27.4]",1.0,24.7,24.0,26.0,1.0,32.5,26.0,26.0,1.0,32.7,26.0,26.0,1.0,25.0,26.0
2023-06-01 00:20:00,28.7,17.2,32.7,24.6,29.933333333333337,26.5,27.4,"[25.6, 27.4]",1.0,24.6,24.0,26.0,1.0,32.5,26.0,26.0,1.0,32.7,26.0,26.0,1.0,25.0,26.0
2023-06-01 00:25:00,28.7,17.2,32.5,24.6,29.8,26.4,27.3,"[25.5, 27.3]",1.0,24.6,24.0,26.0,1.0,32.3,26.0,26.0,1.0,32.5,26.0,26.0,1.0,25.0,26.0
2023-06-01 00:30:00,28.7,17.2,32.4,24.6,29.7,26.4,27.3,"[25.5, 27.3]",1.0,24.6,24.0,26.0,1.0,32.1,26.0,26.0,1.0,32.4,26.0,26.0,1.0,25.0,26.0
2023-06-01 00:35:00,28.7,17.2,32.3,24.5,29.633333333333336,26.4,27.3,"[25.5, 27.3]",1.0,24.5,24.0,27.0,1.0,32.1,26.0,27.0,1.0,32.3,26.0,27.0,1.0,25.0,27.0
2023-06-01 00:40:00,28.7,17.2,32.3,25.5,29.96666666666667,26.65,27.5,"[25.8, 27.5]",1.0,25.5,25.0,27.0,1.0,32.1,27.0,27.0,1.0,32.3,27.0,27.0,1.0,26.0,27.0
2023-06-01 00:45:00,28.7,17.2,32.3,26.6,30.399999999999995,27.0,27.8,"[26.2, 27.8]",1.0,26.6,25.0,27.0,1.0,32.3,28.0,27.0,1.0,32.3,28.0,27.0,1.0,27.0,27.0
2023-06-01 00:50:00,28.7,17.2,32.4,26.6,30.433333333333334,27.25,28.0,"[26.5, 28.0]",1.0,26.6,25.0,27.0,1.0,32.3,28.0,27.0,1.0,32.4,28.0,27.0,1.0,27.0,27.0
2023-06-01 00:55:00,28.7,17.2,32.9,27.4,31.066666666666663,27.45,28.2,"[26.7, 28.2]",1.0,27.4,25.0,27.0,1.0,32.9,28.0,27.0,1.0,32.9,28.0,27.0,1.0,27.0,27.0
2023-06-01 01:00:00,28.7,17.2,33.2,26.9,31.0,27.5,28.3,"[26.7, 28.3]",1.0,26.9,26.0,27.0,1.0,33.2,28.0,27.0,1.0,32.9,28.0,27.0,1.0,27.0,27.0
2023-06-01 01:15:00,28.7,17.2,33.5,25.3,30.73333333333333,27.05,27.9,"[26.2, 27.9]",1.0,25.3,26.0,25.0,1.0,33.5,26.0,25.0,1.0,33.4,26.0,25.0,1.0,26.0,25.0
2023-06-01 01:20:00,28.7,17.2,33.3,25.3,30.63333333333333,26.9,27.8,"[26.0, 27.8]",1.0,25.3,26.0,25.0,1.0,33.3,26.0,25.0,1.0,33.3,26.0,25.0,1.0,26.0,25.0
2023-06-01 01:35:00,28.7,17.2,33.0,25.0,30.266666666666666,26.700000000000003,27.6,"[25.8, 27.6]",1.0,25.0,25.0,25.0,1.0,32.8,26.0,25.0,1.0,33.0,26.0,25.0,1.0,26.0,24.0
2023-06-01 01:40:00,28.7,17.2,32.8,25.0,30.133333333333336,26.6,27.5,"[25.7, 27.5]",1.0,25.0,21.0,24.0,1.0,32.6,26.0,25.0,1.0,32.8,26.0,24.0,1.0,26.0,24.0
2023-06-01 01:45:00,28.7,17.2,32.8,24.9,30.1,26.6,27.5,"[25.7, 27.5]",1.0,24.9,19.0,24.0,1.0,32.6,26.0,25.0,1.0,32.8,26.0,24.0,1.0,25.0,24.0
2023-06-01 01:50:00,28.7,17.2,32.6,24.7,29.933333333333337,26.5,27.4,"[25.6, 27.4]",1.0,24.7,19.0,24.0,1.0,32.5,26.0,25.0,1.0,32.6,26.0,24.0,1.0,25.0,24.0
2023-06-01 01:55:00,28.7,17.2,32.6,24.7,29.866666666666664,26.5,27.4,"[25.6, 27.4]",1.0,24.7,19.0,24.0,1.0,32.3,26.0,25.0,1.0,32.6,26.0,24.0,1.0,25.0,24.0
2023-06-01 02:00:00,28.7,17.2,32.5,24.7,29.83333333333333,26.4,27.3,"[25.5, 27.3]",1.0,24.7,20.0,24.0,1.0,32.3,26.0,25.0,1.0,32.5,26.0,24.0,1.0,25.0,24.0
2023-06-01 02:05:00,28.7,17.2,32.4,24.6,29.73333333333333,26.4,27.3,"[25.5, 27.3]",1.0,24.6,20.0,24.0,1.0,32.2,26.0,25.0,1.0,32.4,26.0,24.0,1.0,25.0,25.0
2023-06-01 02:10:00,28.7,17.2,32.3,24.5,29.666666666666668,26.4,27.3,"[25.5, 27.3]",1.0,24.5,21.0,25.0,1.0,32.2,26.0,26.0,1.0,32.3,26.0,25.0,1.0,25.0,25.0
2023-06-01 02:15:00,28.7,17.2,32.3,24.5,29.6,26.35,27.3,"[25.4, 27.3]",1.0,24.5,21.0,25.0,1.0,32.0,26.0,26.0,1.0,32.3,26.0,25.0,1.0,25.0,25.0
2023-06-01 02:20:00,28.7,17.2,32.2,24.5,29.566666666666663,26.3,27.2,"[25.4, 27.2]",1.0,24.5,21.0,25.0,1.0,32.0,26.0,26.0,1.0,32.2,26.0,25.0,1.0,25.0,25.0
2023-06-01 02:25:00,28.7,17.2,32.2,24.4,29.53333333333333,26.3,27.2,"[25.4, 27.2]",1.0,24.4,22.0,25.0,1.0,32.0,26.0,26.0,1.0,32.2,26.0,25.0,1.0,25.0,25.0
2023-06-01 02:30:00,28.7,17.2,32.2,24.4,29.5,26.3,27.2,"[25.4, 27.2]",1.0,24.4,22.0,25.0,1.0,31.9,26.0,26.0,1.0,32.2,26.0,25.0,1.0,25.0,25.0
2023-06-01 02:35:00,28.7,17.2,32.1,24.4,29.433333333333337,26.25,27.1,"[25.4, 27.1]",1.0,24.4,22.0,26.0,1.0,31.8,26.0,27.0,1.0,32.1,26.0,26.0,1.0,25.0,26.0
2023-06-01 02:40:00,28.7,17.2,32.1,24.4,29.433333333333337,26.4,27.2,"[25.6, 27.2]",1.0,24.4,22.0,26.0,1.0,31.8,27.0,27.0,1.0,32.1,26.0,26.0,1.0,25.0,26.0
2023-06-01 02:45:00,28.7,17.2,32.1,24.5,29.5,26.7,27.4,"[26.0, 27.4]",1.0,24.5,23.0,26.0,1.0,31.9,27.0,27.0,1.0,32.1,26.0,26.0,1.0,26.0,26.0
2023-06-01 02:50:00,28.7,17.2,32.4,24.7,29.8,26.95,27.7,"[26.2, 27.7]",1.0,24.7,23.0,26.0,1.0,32.4,27.0,27.0,1.0,32.3,26.0,26.0,1.0,26.0,26.0
2023-06-01 02:55:00,28.7,17.2,32.4,25.2,30.0,27.1,27.8,"[26.4, 27.8]",1.0,25.2,24.0,26.0,1.0,32.4,28.0,27.0,1.0,32.4,27.0,26.0,1.0,26.0,26.0
2023-06-01 03:00:00,28.7,17.2,32.6,25.2,30.066666666666663,27.25,28.0,"[26.5, 28.0]",1.0,25.2,24.0,26.0,1.0,32.6,28.0,27.0,1.0,32.4,27.0,26.0,1.0,26.0,26.0
2023-06-01 03:05:00,28.6,17.2,33.1,25.5,30.4,27.3,28.1,"[26.5, 28.1]",1.0,25.5,24.0,25.0,1.0,33.1,28.0,26.0,1.0,32.6,27.0,25.0,1.0,26.0,25.0
2023-06-01 03:10:00,28.7,17.2,33.2,25.5,30.433333333333337,27.15,28.0,"[26.3, 28.0]",1.0,25.5,24.0,25.0,1.0,33.2,27.0,26.0,1.0,32.6,26.0,25.0,1.0,26.0,25.0
2023-06-01 03:15:00,28.6,17.2,33.2,25.4,30.433333333333337,26.950000000000003,27.8,"[26.1, 27.8]",1.0,25.4,24.0,25.0,1.0,33.2,26.0,26.0,1.0,32.7,26.0,25.0,1.0,26.0,25.0
2023-06-01 03:20:00,28.6,17.2,33.1,25.1,30.3,26.85,27.7,"[26.0, 27.7]",1.0,25.1,24.0,25.0,1.0,33.1,26.0,26.0,1.0,32.7,26.0,25.0,1.0,26.0,25.0
2023-06-01 03:25:00,28.6,17.2,32.9,25.0,30.2,26.75,27.6,"[25.9, 27.6]",1.0,25.0,24.0,25.0,1.0,32.9,26.0,26.0,1.0,32.7,26.0,25.0,1.0,26.0,25.0
2023-06-01 03:30:00,28.6,17.2,32.9,24.9,30.133333333333336,26.65,27.5,"[25.8, 27.5]",1.0,24.9,24.0,25.0,1.0,32.9,26.0,26.0,1.0,32.6,26.0,25.0,1.0,26.0,25.0
2023-06-01 03:35:00,28.6,17.2,32.8,24.8,30.066666666666663,26.65,27.5,"[25.8, 27.5]",1.0,24.8,24.0,25.0,1.0,32.8,27.0,27.0,1.0,32.6,26.0,26.0,1.0,26.0,26.0
2023-06-01 03:40:00,28.6,17.2,32.7,24.8,30.03333333333333,26.85,27.6,"[26.1, 27.6]",1.0,24.8,24.0,26.0,1.0,32.7,27.0,27.0,1.0,32.6,26.0,26.0,1.0,26.0,26.0
2023-06-01 03:45:00,28.6,17.2,32.8,25.1,30.166666666666668,27.05,27.8,"[26.3, 27.8]",1.0,25.1,25.0,26.0,1.0,32.8,28.0,27.0,1.0,32.6,26.0,26.0,1.0,26.0,26.0
2023-06-01 03:50:00,28.6,17.2,32.9,25.1,30.2,27.25,28.0,"[26.5, 28.0]",1.0,25.1,25.0,26.0,1.0,32.9,28.0,27.0,1.0,32.6,27.0,26.0,1.0,26.0,26.0
2023-06-01 03:55:00,28.6,17.2,33.1,25.2,30.366666666666664,27.35,28.1,"[26.6, 28.1]",1.0,25.2,25.0,26.0,1.0,33.1,28.0,27.0,1.0,32.8,27.0,26.0,1.0,27.0,26.0
2023-06-01 04:00:00,28.6,17.2,33.1,25.5,30.46666666666667,27.45,28.2,"[26.7, 28.2]",1.0,25.5,25.0,26.0,1.0,33.1,28.0,27.0,1.0,32.8,27.0,26.0,1.0,27.0,26.0
2023-06-01 04:05:00,28.6,17.2,33.5,25.8,30.7,27.55,28.3,"[26.8, 28.3]",1.0,25.8,25.0,26.0,1.0,33.5,28.0,27.0,1.0,32.8,27.0,26.0,1.0,27.0,26.0
2023-06-01 04:10:00,28.6,17.2,33.5,25.8,30.766666666666666,27.6,28.4,"[26.8, 28.4]",1.0,25.8,25.0,26.0,1.0,33.5,28.0,27.0,1.0,33.0,26.0,26.0,1.0,25.0,26.0
2023-06-01 04:15:00,28.6,17.2,33.6,25.9,30.866666666666664,27.25,28.0,"[26.5, 28.0]",1.0,25.9,20.0,24.0,1.0,33.6,26.0,25.0,1.0,33.1,24.0,24.0,1.0,23.0,24.0
2023-06-01 04:20:00,28.6,17.2,33.5,24.2,30.23333333333333,26.75,27.5,"[26.0, 27.5]",1.0,24.2,18.0,24.0,1.0,33.5,26.0,25.0,1.0,33.0,25.0,24.0,1.0,23.0,24.0
2023-06-01 04:25:00,28.6,17.2,33.5,24.2,30.166666666666668,26.65,27.4,"[25.9, 27.4]",1.0,24.2,18.0,24.0,1.0,33.5,26.0,25.0,1.0,32.8,25.0,24.0,1.0,25.0,24.0
2023-06-01 04:30:00,28.6,17.2,33.1,24.2,30.03333333333333,26.6,27.4,"[25.8, 27.4]",1.0,24.2,19.0,24.0,1.0,33.1,26.0,25.0,1.0,32.8,26.0,24.0,1.0,25.0,24.0
2023-06-01 04:35:00,28.6,17.2,33.1,24.4,30.03333333333333,26.5,27.3,"[25.7, 27.3]",1.0,24.4,20.0,24.0,1.0,33.1,26.0,25.0,1.0,32.6,26.0,24.0,1.0,25.0,24.0
2023-06-01 04:40:00,28.6,17.2,32.7,24.4,29.866666666666664,26.55,27.4,"[25.7, 27.4]",1.0,24.4,20.0,25.0,1.0,32.7,26.0,26.0,1.0,32.5,26.0,25.0,1.0,25.0,25.0
2023-06-01 04:45:00,28.6,17.2,32.7,24.5,29.866666666666664,26.450000000000003,27.3,"[25.6, 27.3]",1.0,24.5,20.0,25.0,1.0,32.7,26.0,26.0,1.0,32.4,26.0,25.0,1.0,25.0,25.0
2023-06-01 04:50:00,28.5,17.2,32.5,24.5,29.766666666666666,26.450000000000003,27.3,"[25.6, 27.3]",1.0,24.5,21.0,25.0,1.0,32.5,26.0,26.0,1.0,32.3,26.0,25.0,1.0,25.0,25.0
2023-06-01 04:55:00,28.5,17.2,32.3,24.4,29.633333333333336,26.450000000000003,27.3,"[25.6, 27.3]",1.0,24.4,21.0,25.0,1.0,32.3,26.0,26.0,1.0,32.2,26.0,25.0,1.0,25.0,25.0
2023-06-01 05:00:00,28.5,17.2,32.2,24.4,29.600000000000005,26.35,27.2,"[25.5, 27.2]",1.0,24.4,21.0,25.0,1.0,32.2,26.0,26.0,1.0,32.2,26.0,25.0,1.0,25.0,25.0
2023-06-01 05:05:00,28.5,17.2,32.2,24.4,29.566666666666663,26.35,27.2,"[25.5, 27.2]",1.0,24.4,22.0,26.0,1.0,32.2,26.0,27.0,1.0,32.1,26.0,26.0,1.0,25.0,26.0
2023-06-01 05:10:00,28.5,17.2,32.1,24.4,29.53333333333333,26.55,27.3,"[25.8, 27.3]",1.0,24.4,22.0,26.0,1.0,32.1,27.0,27.0,1.0,32.1,26.0,26.0,1.0,26.0,26.0
2023-06-01 05:15:00,28.5,17.2,32.2,24.8,29.7,26.8,27.5,"[26.1, 27.5]",1.0,24.8,23.0,26.0,1.0,32.2,27.0,27.0,1.0,32.1,26.0,26.0,1.0,26.0,26.0
2023-06-01 05:20:00,28.5,17.2,32.3,24.8,29.766666666666666,27.05,27.8,"[26.3, 27.8]",1.0,24.8,23.0,26.0,1.0,32.3,28.0,27.0,1.0,32.2,26.0,26.0,1.0,26.0,26.0
2023-06-01 05:25:00,28.6,17.2,32.8,25.0,30.0,27.2,28.0,"[26.4, 28.0]",1.0,25.0,23.0,26.0,1.0,32.8,28.0,27.0,1.0,32.2,27.0,26.0,1.0,26.0,26.0
2023-06-01 05:30:00,28.5,17.2,33.0,25.2,30.23333333333333,27.3,28.1,"[26.5, 28.1]",1.0,25.2,24.0,26.0,1.0,33.0,28.0,27.0,1.0,32.5,27.0,26.0,1.0,26.0,26.0
2023-06-01 05:35:00,28.5,17.2,33.0,25.5,30.33333333333333,27.4,28.2,"[26.6, 28.2]",1.0,25.5,24.0,25.0,1.0,33.0,28.0,26.0,1.0,32.5,27.0,25.0,1.0,26.0,25.0
2023-06-01 05:40:00,28.5,17.2,33.3,25.5,30.5,27.2,28.0,"[26.4, 28.0]",1.0,25.5,24.0,25.0,1.0,33.3,27.0,26.0,1.0,32.7,26.0,25.0,1.0,26.0,25.0
2023-06-01 05:45:00,28.5,17.2,33.3,25.3,30.466666666666665,27.05,27.9,"[26.2, 27.9]",1.0,25.3,24.0,25.0,1.0,33.3,27.0,26.0,1.0,32.8,26.0,25.0,1.0,26.0,25.0
2023-06-01 05:50:00,28.5,17.2,33.2,25.2,30.4,26.9,27.8,"[26.0, 27.8]",1.0,25.2,24.0,25.0,1.0,33.2,26.0,26.0,1.0,32.8,26.0,25.0,1.0,26.0,25.0
2023-06-01 05:55:00,28.5,17.2,33.1,25.0,30.26666666666667,26.8,27.7,"[25.9, 27.7]",1.0,25.0,24.0,25.0,1.0,33.1,26.0,26.0,1.0,32.7,26.0,25.0,1.0,26.0,25.0
2023-06-01 06:00:00,28.5,17.2,32.8,24.9,30.1,26.700000000000003,27.6,"[25.8, 27.6]",1.0,24.9,24.0,25.0,1.0,32.8,26.0,26.0,1.0,32.6,26.0,25.0,1.0,26.0,25.0
2023-06-01 06:05:00,28.5,17.2,32.8,24.9,30.1,26.6,27.5,"[25.7, 27.5]",1.0,24.9,24.0,25.0,1.0,32.8,26.0,26.0,1.0,32.6,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:10:00,28.5,17.2,32.6,24.7,29.933333333333334,26.55,27.4,"[25.7, 27.4]",1.0,24.7,24.0,25.0,1.0,32.6,26.0,26.0,1.0,32.5,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:15:00,28.6,17.2,32.5,24.6,29.83333333333333,26.5,27.4,"[25.6, 27.4]",1.0,24.6,24.0,25.0,1.0,32.4,26.0,26.0,1.0,32.5,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:20:00,28.6,17.2,32.4,24.5,29.73333333333333,26.450000000000003,27.3,"[25.6, 27.3]",1.0,24.5,24.0,25.0,1.0,32.3,26.0,26.0,1.0,32.4,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:25:00,28.6,17.2,32.3,24.5,29.666666666666668,26.450000000000003,27.3,"[25.6, 27.3]",1.0,24.5,24.0,25.0,1.0,32.2,26.0,26.0,1.0,32.3,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:30:00,28.6,17.2,32.3,24.5,29.633333333333336,26.4,27.3,"[25.5, 27.3]",1.0,24.5,24.0,25.0,1.0,32.1,26.0,26.0,1.0,32.3,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:35:00,28.6,17.2,32.2,24.4,29.566666666666663,26.35,27.2,"[25.5, 27.2]",1.0,24.4,24.0,25.0,1.0,32.1,26.0,26.0,1.0,32.2,26.0,25.0,1.0,25.0,25.0
2023-06-01 06:40:00,28.6,17.2,32.2,24.5,29.600000000000005,26.55,27.3,"[25.8, 27.3]",1.0,24.5,24.0,26.0,1.0,32.1,27.0,27.0,1.0,32.2,26.0,25.0,1.0,26.0,25.0
2023-06-01 06:45:00,28.6,17.2,32.2,24.8,29.700000000000003,26.8,27.5,"[26.1, 27.5]",1.0,24.8,24.0,26.0,1.0,32.1,27.0,27.0,1.0,32.2,26.0,25.0,1.0,26.0,25.0
2023-06-01 06:50:00,28.6,17.2,32.5,24.8,29.866666666666664,27.0,27.7,"[26.3, 27.7]",1.0,24.8,25.0,26.0,1.0,32.5,28.0,27.0,1.0,32.3,26.0,25.0,1.0,26.0,25.0
2023-06-01 06:55:00,28.6,17.2,32.7,25.2,30.066666666666663,27.15,27.9,"[26.4, 27.9]",1.0,25.2,25.0,26.0,1.0,32.7,28.0,27.0,1.0,32.3,27.0,25.0,1.0,26.0,25.0
2023-06-01 07:00:00,28.6,17.2,33.0,25.4,30.33333333333333,27.25,28.0,"[26.5, 28.0]",1.0,25.4,25.0,26.0,1.0,33.0,28.0,27.0,1.0,32.6,27.0,25.0,1.0,26.0,25.0
2023-06-01 07:05:00,28.6,17.2,33.2,25.4,30.4,27.45,28.2,"[26.7, 28.2]",1.0,25.4,25.0,26.0,1.0,33.2,28.0,27.0,1.0,32.6,27.0,25.0,1.0,27.0,24.0
2023-06-01 07:10:00,28.6,17.2,33.2,25.2,30.36666666666667,27.4,28.2,"[26.6, 28.2]",1.0,25.2,26.0,26.0,1.0,33.2,28.0,27.0,1.0,32.7,25.0,24.0,1.0,24.0,24.0
2023-06-01 07:15:00,28.6,17.2,33.5,24.6,30.3,27.2,27.9,"[26.5, 27.9]",1.0,24.6,26.0,26.0,1.0,33.5,27.0,26.0,1.0,32.8,24.0,24.0,1.0,24.0,24.0
2023-06-01 07:20:00,28.7,17.2,33.5,24.1,30.133333333333336,27.05,27.8,"[26.3, 27.8]",1.0,24.1,26.0,26.0,1.0,33.5,27.0,26.0,1.0,32.8,24.0,24.0,1.0,24.0,24.0
2023-06-01 07:25:00,28.7,17.2,33.4,23.7,29.966666666666665,26.9,27.6,"[26.2, 27.6]",1.0,23.7,26.0,26.0,1.0,33.4,27.0,26.0,1.0,32.8,24.0,24.0,1.0,24.0,24.0
2023-06-01 07:30:00,28.7,,33.4,23.5,29.83333333333333,26.85,27.5,"[26.2, 27.5]",1.0,23.5,26.0,26.0,1.0,33.4,27.0,26.0,1.0,32.6,24.0,24.0,1.0,24.0,24.0
2023-06-01 07:35:00,28.7,17.2,33.2,23.3,29.666666666666668,26.8,27.5,"[26.1, 27.5]",1.0,23.3,26.0,26.0,1.0,33.2,26.0,26.0,1.0,32.5,24.0,24.0,1.0,23.0,24.0
2023-06-01 07:40:00,28.7,17.2,33.1,23.3,29.53333333333333,26.75,27.4,"[26.1, 27.4]",1.0,23.3,25.0,25.0,1.0,33.1,26.0,25.0,1.0,32.2,24.0,24.0,1.0,23.0,24.0
2023-06-01 07:45:00,28.7,17.2,33.0,23.1,29.4,26.65,27.3,"[26.0, 27.3]",1.0,23.1,25.0,25.0,1.0,33.0,27.0,25.0,1.0,32.1,24.0,24.0,1.0,24.0,24.0
2023-06-01 07:50:00,28.7,17.2,33.0,23.1,29.366666666666664,26.7,27.4,"[26.0, 27.4]",1.0,23.1,26.0,25.0,1.0,33.0,27.0,25.0,1.0,32.0,25.0,24.0,1.0,25.0,24.0
2023-06-01 07:55:00,28.7,17.2,33.0,23.7,29.53333333333333,26.6,27.3,"[25.9, 27.3]",1.0,23.7,25.0,25.0,1.0,33.0,26.0,25.0,1.0,31.9,25.0,24.0,1.0,25.0,24.0
2023-06-01 08:00:00,28.7,17.2,32.8,23.8,29.5,26.5,27.2,"[25.8, 27.2]",1.0,23.8,25.0,25.0,1.0,32.8,26.0,25.0,1.0,31.9,25.0,24.0,1.0,25.0,24.0
2023-06-01 08:05:00,28.7,17.2,32.7,23.8,29.4,26.45,27.2,"[25.7, 27.2]",1.0,23.8,25.0,25.0,1.0,32.7,26.0,25.0,1.0,31.7,25.0,25.0,1.0,25.0,25.0
2023-06-01 08:10:00,28.7,17.2,32.4,24.1,29.4,26.45,27.2,"[25.7, 27.2]",1.0,24.1,25.0,25.0,1.0,32.4,26.0,25.0,1.0,31.7,25.0,25.0,1.0,25.0,25.0
2023-06-01 08:15:00,28.8,17.2,32.3,24.1,29.366666666666664,26.4,27.2,"[25.6, 27.2]",1.0,24.1,25.0,26.0,1.0,32.3,26.0,26.0,1.0,31.7,26.0,25.0,1.0,25.0,25.0
2023-06-01 08:20:00,28.8,17.2,32.2,24.2,29.36666666666667,26.4,27.2,"[25.6, 27.2]",1.0,24.2,25.0,26.0,1.0,32.2,26.0,26.0,1.0,31.7,26.0,25.0,1.0,25.0,25.0
2023-06-01 08:25:00,28.8,17.2,32.2,24.2,29.36666666666667,26.35,27.2,"[25.5, 27.2]",1.0,24.2,25.0,26.0,1.0,32.2,26.0,26.0,1.0,31.7,25.0,25.0,1.0,25.0,25.0
2023-06-01 08:30:00,28.8,17.2,32.1,24.2,29.33333333333333,26.35,27.2,"[25.5, 27.2]",1.0,24.2,25.0,26.0,1.0,32.1,26.0,26.0,1.0,31.7,26.0,25.0,1.0,25.0,25.0
2023-06-01 08:35:00,28.8,17.2,32.1,24.3,29.36666666666667,26.4,27.2,"[25.6, 27.2]",1.0,24.3,25.0,27.0,1.0,32.1,26.0,27.0,1.0,31.7,25.0,26.0,1.0,25.0,26.0
