time,outdoor_t,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,1958596_h,1958597_h,3818996_c,3818996_h,3818996_r,3818996_s,3818997_c,3818997_h,3818997_r,3818997_s,3818998_c,3818998_h,3818998_r,3818998_s,3818999_c,3818999_h,3818999_r,3818999_s,3819000_c,3819000_h,3819000_r,3819000_s
2023-05-31 13:15:00,,31.2,19.8,27.11428571428572,23.7,23.7,[23.7],26.2,19.8,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.3,26.0
2023-05-31 13:20:00,,31.2,19.8,27.185714285714287,23.7,23.7,[23.7],26.3,19.8,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.4,26.0
2023-05-31 13:25:00,,31.2,19.9,27.028571428571432,23.5,23.5,[23.5],25.1,19.9,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.3,26.0,1.0,27.4,27.0,26.0
2023-05-31 13:30:00,,31.2,19.6,26.97142857142857,23.5,23.5,[23.5],25.1,19.6,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,26.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.1,26.0
2023-05-31 13:35:00,,31.2,19.4,26.95714285714286,23.6,23.6,[23.6],25.1,19.4,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.1,26.0
2023-05-31 13:40:00,,31.2,19.5,27.057142857142857,23.6,23.6,[23.6],25.7,19.5,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 13:45:00,,31.2,19.6,27.05714285714286,23.7,23.7,[23.7],25.9,19.6,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.3,26.0
2023-05-31 13:50:00,,31.2,19.8,27.157142857142865,23.7,23.7,[23.7],26.2,19.8,1.0,26.9,26.0,26.0,1.0,31.2,26.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 13:55:00,,31.2,19.9,27.142857142857142,23.6,23.6,[23.6],25.9,19.9,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.2,26.0
2023-05-31 14:00:00,,31.2,19.5,26.928571428571427,23.5,23.5,[23.5],24.9,19.5,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 14:05:00,,31.2,18.8,26.85714285714286,23.4,23.4,[23.4],25.1,18.8,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.0,26.0
2023-05-31 14:10:00,,31.2,18.1,26.757142857142863,23.3,23.3,[23.3],25.3,18.1,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,26.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,26.9,26.0
2023-05-31 14:15:00,,31.1,18.6,26.78571428571428,23.3,23.3,[23.3],25.6,18.6,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.2,27.2,26.0,1.0,27.2,27.0,26.0
2023-05-31 14:20:00,,31.0,19.3,26.842857142857135,23.5,23.5,[23.5],25.8,19.3,1.0,26.4,26.0,26.0,1.0,31.0,25.0,26.0,1.0,31.0,27.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.1,26.0
2023-05-31 14:25:00,,31.0,19.5,26.9,23.5,23.5,[23.5],25.8,19.5,1.0,26.4,26.0,26.0,1.0,31.0,25.0,26.0,1.0,31.0,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.1,26.0
2023-05-31 14:30:00,,31.1,19.5,27.000000000000004,23.7,23.7,[23.7],26.1,19.5,1.0,26.6,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 14:35:00,,31.1,19.7,27.057142857142857,23.9,23.9,[23.9],26.3,19.7,1.0,26.6,26.0,26.0,1.0,31.1,26.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.3,26.0
2023-05-31 14:40:00,,31.1,19.9,27.185714285714283,23.9,23.9,[23.9],26.3,19.9,1.0,26.9,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.5,27.5,26.0,1.0,27.5,27.3,26.0
2023-05-31 14:45:00,,31.2,19.5,26.942857142857147,23.7,23.7,[23.7],25.0,19.5,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.1,26.0
2023-05-31 14:50:00,,31.2,19.5,27.0,23.7,23.7,[23.7],25.3,19.5,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.2,26.0
2023-05-31 14:55:00,,31.2,19.5,27.028571428571432,23.7,23.7,[23.7],25.6,19.5,1.0,26.9,26.0,26.0,1.0,31.2,26.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 15:00:00,,31.2,19.6,27.1,23.8,23.8,[23.8],25.9,19.6,1.0,27.0,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 15:05:00,,31.2,19.7,27.142857142857142,23.9,23.9,[23.9],26.1,19.7,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.5,27.5,26.0,1.0,27.5,27.4,26.0
2023-05-31 15:10:00,,31.3,19.7,27.185714285714283,23.8,23.8,[23.8],26.1,19.7,1.0,26.9,26.0,26.0,1.0,31.3,26.0,26.0,1.0,31.3,27.0,26.0,1.0,27.5,27.6,26.0,1.0,27.5,27.4,26.0
2023-05-31 15:15:00,,31.2,19.5,26.97142857142857,23.5,23.5,[23.5],25.0,19.5,1.0,26.9,26.0,26.0,1.0,31.2,26.0,26.0,1.0,31.2,27.0,26.0,1.0,27.5,27.4,26.0,1.0,27.5,27.1,26.0
2023-05-31 15:20:00,31.6,31.2,19.5,26.942857142857147,23.6,23.6,[23.6],25.0,19.5,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 15:25:00,32.0,31.3,19.4,27.0,23.6,23.6,[23.6],25.3,19.4,1.0,26.9,26.0,26.0,1.0,31.3,25.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 15:30:00,32.1,,,,23.7,23.7,[23.7],,,1.0,,26.0,26.0,1.0,,25.0,26.0,1.0,,27.0,26.0,1.0,,27.5,26.0,1.0,,27.2,26.0
2023-05-31 15:35:00,32.0,31.2,19.7,27.1,23.7,23.7,[23.7],25.9,19.7,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 15:40:00,32.0,31.2,19.7,27.1,23.7,23.7,[23.7],25.9,19.7,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.4,26.0
2023-05-31 15:45:00,32.0,31.3,19.8,27.15714285714285,23.6,23.6,[23.6],26.0,19.8,1.0,26.9,26.0,26.0,1.0,31.3,26.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 15:50:00,31.9,31.3,19.8,27.014285714285712,23.4,23.4,[23.4],25.0,19.8,1.0,26.9,26.0,26.0,1.0,31.3,25.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.0,26.0
2023-05-31 15:55:00,32.2,31.2,19.4,26.91428571428572,23.6,23.6,[23.6],25.1,19.4,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 16:00:00,32.4,31.3,19.3,27.0,23.6,23.6,[23.6],25.4,19.3,1.0,26.9,26.0,26.0,1.0,31.3,25.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 16:05:00,32.6,31.3,19.0,26.928571428571427,23.5,23.5,[23.5],25.4,19.0,1.0,26.7,26.0,26.0,1.0,31.3,25.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 16:10:00,32.7,31.2,18.5,26.871428571428574,23.5,23.5,[23.5],25.9,18.5,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 16:15:00,32.9,31.2,18.9,26.91428571428572,23.5,23.5,[23.5],26.0,18.9,1.0,26.5,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.0,26.0
2023-05-31 16:20:00,32.9,31.2,19.3,26.98571428571429,23.6,23.6,[23.6],26.1,19.3,1.0,26.5,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 16:25:00,32.7,31.2,19.6,27.05714285714286,23.6,23.6,[23.6],26.2,19.6,1.0,26.6,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 16:30:00,32.8,31.1,19.6,27.057142857142857,23.6,23.6,[23.6],26.4,19.6,1.0,26.6,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.3,26.0
2023-05-31 16:35:00,32.8,31.1,19.6,26.985714285714288,23.5,23.5,[23.5],25.6,19.6,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.1,26.0
2023-05-31 16:40:00,32.8,31.1,19.6,26.95714285714286,23.3,23.3,[23.3],25.6,19.6,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.0,26.0
2023-05-31 16:45:00,32.7,31.2,19.1,26.871428571428574,23.5,23.5,[23.5],25.2,19.1,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.1,26.0
2023-05-31 16:50:00,32.6,31.2,19.3,26.942857142857147,23.5,23.5,[23.5],25.5,19.3,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 16:55:00,32.6,31.2,19.4,26.985714285714288,23.6,23.6,[23.6],25.7,19.4,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 17:00:00,32.6,31.2,19.5,27.000000000000004,23.7,23.7,[23.7],25.7,19.5,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 17:05:00,32.6,31.2,19.5,27.042857142857144,23.6,23.6,[23.6],26.1,19.5,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.2,26.0
2023-05-31 17:10:00,32.7,31.2,19.5,27.1,23.7,23.7,[23.7],26.2,19.5,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 17:15:00,32.7,31.2,19.7,27.11428571428572,23.7,23.7,[23.7],26.4,19.7,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.3,26.0
2023-05-31 17:20:00,32.6,31.2,19.8,27.185714285714287,23.7,23.7,[23.7],26.5,19.8,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 17:25:00,32.5,31.2,19.8,27.185714285714287,23.6,23.6,[23.6],26.5,19.8,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,28.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 17:30:00,32.4,31.2,19.3,26.88571428571429,23.4,23.4,[23.4],24.9,19.3,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.3,26.0,1.0,27.4,27.0,26.0
2023-05-31 17:35:00,32.4,31.2,19.3,26.928571428571427,23.5,23.5,[23.5],25.2,19.3,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.1,26.0
2023-05-31 17:40:00,32.3,31.2,19.1,26.88571428571429,23.6,23.6,[23.6],25.2,19.1,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.0,26.0
2023-05-31 17:45:00,32.3,31.2,19.3,26.97142857142857,23.6,23.6,[23.6],25.7,19.3,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 17:50:00,32.1,31.2,19.5,27.028571428571432,23.7,23.7,[23.7],25.9,19.5,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.2,26.0
2023-05-31 17:55:00,32.3,31.2,19.5,27.071428571428573,23.6,23.6,[23.6],26.1,19.5,1.0,26.7,26.0,26.0,1.0,31.2,26.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.2,26.0
2023-05-31 18:00:00,32.4,31.2,19.7,27.12857142857143,23.6,23.6,[23.6],26.2,19.7,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 18:05:00,32.4,31.3,19.8,27.17142857142857,23.6,23.6,[23.6],26.2,19.8,1.0,26.8,26.0,26.0,1.0,31.3,25.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.2,26.0
2023-05-31 18:10:00,32.5,31.3,19.8,27.0,23.4,23.4,[23.4],24.9,19.8,1.0,26.9,26.0,26.0,1.0,31.3,25.0,26.0,1.0,31.3,27.0,26.0,1.0,27.4,27.3,26.0,1.0,27.4,27.0,26.0
2023-05-31 18:15:00,32.3,31.2,19.4,26.88571428571429,23.4,23.4,[23.4],25.0,19.4,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 18:20:00,32.3,31.2,19.0,26.85714285714286,23.1,23.1,[23.1],25.3,19.0,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,26.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,26.9,26.0
2023-05-31 18:25:00,32.3,31.1,18.2,26.685714285714283,23.2,23.2,[23.2],25.5,18.2,1.0,26.5,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,26.0,26.0,1.0,27.2,27.2,26.0,1.0,27.2,26.9,26.0
2023-05-31 18:30:00,32.4,31.1,18.8,26.74285714285714,23.3,23.3,[23.3],25.5,18.8,1.0,26.5,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,26.0,26.0,1.0,27.1,27.2,26.0,1.0,27.1,27.0,26.0
2023-05-31 18:35:00,32.4,31.1,19.2,26.828571428571426,23.4,23.4,[23.4],25.8,19.2,1.0,26.4,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,26.0,26.0,1.0,27.1,27.2,26.0,1.0,27.1,27.0,26.0
2023-05-31 18:40:00,32.5,31.0,19.4,26.871428571428567,23.4,23.4,[23.4],26.0,19.4,1.0,26.3,26.0,26.0,1.0,31.0,25.0,26.0,1.0,31.0,27.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.0,26.0
2023-05-31 18:45:00,32.5,31.0,19.6,26.91428571428571,23.7,23.7,[23.7],26.1,19.6,1.0,26.3,26.0,26.0,1.0,31.0,25.0,26.0,1.0,31.0,27.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.2,26.0
2023-05-31 18:50:00,32.6,31.0,19.5,26.94285714285714,23.7,23.7,[23.7],26.2,19.5,1.0,26.5,26.0,26.0,1.0,31.0,25.0,26.0,1.0,31.0,27.0,26.0,1.0,27.2,27.4,26.0,1.0,27.2,27.2,26.0
2023-05-31 18:55:00,32.5,31.1,19.5,27.042857142857144,23.6,23.6,[23.6],26.4,19.5,1.0,26.6,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 19:00:00,32.4,31.1,19.8,27.11428571428572,23.7,23.7,[23.7],26.5,19.8,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.3,26.0
2023-05-31 19:05:00,32.4,31.1,19.9,27.057142857142857,23.7,23.7,[23.7],25.9,19.9,1.0,26.8,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 19:10:00,32.0,31.1,19.4,26.85714285714286,23.5,23.5,[23.5],25.0,19.4,1.0,26.8,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.0,26.0
2023-05-31 19:15:00,32.3,31.1,19.3,26.871428571428574,23.6,23.6,[23.6],25.2,19.3,1.0,26.8,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.0,26.0
2023-05-31 19:20:00,32.4,31.1,19.3,26.928571428571427,23.6,23.6,[23.6],25.5,19.3,1.0,26.9,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 19:25:00,32.6,31.1,19.4,26.97142857142857,23.6,23.6,[23.6],25.7,19.4,1.0,26.9,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 19:30:00,32.5,31.1,19.4,26.95714285714286,23.7,23.7,[23.7],25.7,19.4,1.0,26.8,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 19:35:00,32.5,31.1,19.7,27.057142857142857,23.7,23.7,[23.7],26.0,19.7,1.0,26.9,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.5,26.0,1.0,27.3,27.3,26.0
2023-05-31 19:40:00,32.5,31.2,19.7,27.157142857142865,23.7,23.7,[23.7],26.3,19.7,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.5,26.0,1.0,27.4,27.3,26.0
2023-05-31 19:45:00,32.4,31.2,19.7,27.11428571428572,23.6,23.6,[23.6],26.0,19.7,1.0,26.9,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 19:50:00,32.5,31.2,19.3,26.9,23.4,23.4,[23.4],25.0,19.3,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,26.0,26.0,1.0,27.4,27.3,26.0,1.0,27.4,27.1,26.0
2023-05-31 19:55:00,32.7,31.2,19.2,26.88571428571429,23.4,23.4,[23.4],25.2,19.2,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.1,26.0
2023-05-31 20:00:00,32.9,31.2,19.2,26.914285714285715,23.5,23.5,[23.5],25.4,19.2,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 20:05:00,32.9,31.2,19.3,26.928571428571438,23.6,23.6,[23.6],25.4,19.3,1.0,26.8,26.0,26.0,1.0,31.2,26.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 20:10:00,32.6,31.2,19.5,27.000000000000004,23.7,23.7,[23.7],25.7,19.5,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.3,26.0
2023-05-31 20:15:00,32.6,31.2,19.5,27.057142857142857,23.6,23.6,[23.6],25.9,19.5,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 20:20:00,32.7,31.2,18.7,26.942857142857147,23.4,23.4,[23.4],26.2,18.7,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,26.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.1,26.0
2023-05-31 20:25:00,32.7,31.2,19.0,26.95714285714286,23.5,23.5,[23.5],26.2,19.0,1.0,26.5,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.1,26.0
2023-05-31 20:30:00,32.7,31.1,19.4,27.01428571428572,23.6,23.6,[23.6],26.4,19.4,1.0,26.5,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 20:35:00,32.7,31.1,19.6,27.042857142857144,23.6,23.6,[23.6],26.4,19.6,1.0,26.5,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 20:40:00,32.7,31.1,19.4,26.82857142857143,23.4,23.4,[23.4],25.1,19.4,1.0,26.5,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.2,26.0,1.0,27.3,27.0,26.0
2023-05-31 20:45:00,32.7,31.1,19.1,26.742857142857137,23.3,23.3,[23.3],25.0,19.1,1.0,26.5,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,26.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.0,26.0
2023-05-31 20:50:00,32.8,31.1,19.2,26.81428571428571,23.5,23.5,[23.5],25.3,19.2,1.0,26.6,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.0,26.0
2023-05-31 20:55:00,32.9,31.1,19.2,26.85714285714285,23.5,23.5,[23.5],25.5,19.2,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.0,26.0
2023-05-31 21:00:00,32.8,31.0,19.3,26.885714285714283,23.5,23.5,[23.5],25.8,19.3,1.0,26.7,26.0,26.0,1.0,31.0,25.0,26.0,1.0,31.0,27.0,26.0,1.0,27.2,27.4,26.0,1.0,27.2,27.1,26.0
2023-05-31 21:05:00,32.5,31.1,19.4,26.95714285714286,23.6,23.6,[23.6],25.8,19.4,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.3,26.0
2023-05-31 21:10:00,32.6,31.1,19.5,27.01428571428572,23.6,23.6,[23.6],26.1,19.5,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 21:15:00,32.7,31.1,19.7,27.071428571428573,23.7,23.7,[23.7],26.1,19.7,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.4,27.4,26.0,1.0,27.4,27.2,26.0
2023-05-31 21:20:00,32.8,31.1,19.5,26.9,23.5,23.5,[23.5],25.1,19.5,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.4,27.2,26.0,1.0,27.4,27.0,26.0
2023-05-31 21:25:00,32.7,31.1,19.2,26.81428571428572,23.5,23.5,[23.5],25.0,19.2,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.3,26.0,1.0,27.3,27.1,26.0
2023-05-31 21:30:00,33.0,31.1,19.2,26.842857142857135,23.5,23.5,[23.5],25.3,19.2,1.0,26.8,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.2,27.3,26.0,1.0,27.2,27.2,26.0
2023-05-31 21:35:00,32.9,31.2,19.3,26.871428571428567,23.6,23.6,[23.6],25.3,19.3,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.2,27.4,26.0,1.0,27.2,27.2,26.0
2023-05-31 21:40:00,32.2,31.1,19.3,26.942857142857147,23.5,23.5,[23.5],25.8,19.3,1.0,26.7,26.0,26.0,1.0,31.1,25.0,26.0,1.0,31.1,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.1,26.0
2023-05-31 21:45:00,32.0,31.2,19.3,26.97142857142857,23.7,23.7,[23.7],25.8,19.3,1.0,26.7,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
2023-05-31 21:50:00,32.3,31.2,19.6,27.05714285714286,23.7,23.7,[23.7],26.0,19.6,1.0,26.8,26.0,26.0,1.0,31.2,25.0,26.0,1.0,31.2,27.0,26.0,1.0,27.3,27.4,26.0,1.0,27.3,27.2,26.0
