time,outdoor_t,room_total_power,rack_h,rack_l,rack_avg,env_avg,env_h,env_list,3813142_h,3839085_h,3839290_c,3839290_h,3839290_r,3839290_s
2023-06-01 00:30:00,26.1,9.65,26.0,26.0,26.0,25.1,25.1,[25.1],26.0,26.0,1.0,26.0,24.0,26.0
2023-06-01 00:35:00,26.1,9.6,25.6,25.6,25.600000000000005,24.9,24.9,[24.9],25.6,25.6,1.0,25.6,24.0,26.0
2023-06-01 00:40:00,26.0,9.68,26.0,25.4,25.8,24.9,24.9,[24.9],26.0,25.4,1.0,26.0,25.0,26.0
2023-06-01 00:45:00,26.1,9.6,26.6,25.6,26.26666666666667,25.1,25.1,[25.1],26.6,25.6,1.0,26.6,25.0,26.0
2023-06-01 00:50:00,26.1,9.78,26.6,25.6,26.26666666666667,24.9,24.9,[24.9],26.6,25.6,1.0,26.6,24.0,26.0
2023-06-01 00:55:00,26.0,9.46,25.7,25.3,25.566666666666663,24.8,24.8,[24.8],25.7,25.3,1.0,25.7,24.0,26.0
2023-06-01 01:00:00,26.0,9.47,26.2,25.4,25.933333333333334,24.9,24.9,[24.9],26.2,25.4,1.0,26.2,25.0,26.0
2023-06-01 01:05:00,26.1,9.64,26.7,25.6,26.33333333333333,25.1,25.1,[25.1],26.7,25.6,1.0,26.7,26.0,26.0
2023-06-01 01:10:00,26.0,9.48,25.7,25.5,25.633333333333336,24.8,24.8,[24.8],25.7,25.5,1.0,25.7,24.0,26.0
2023-06-01 01:15:00,26.0,9.46,25.7,25.5,25.633333333333336,24.8,24.8,[24.8],25.7,25.5,1.0,25.7,24.0,26.0
2023-06-01 01:20:00,26.0,9.48,26.4,25.4,26.066666666666663,24.9,24.9,[24.9],26.4,25.4,1.0,26.4,25.0,26.0
2023-06-01 01:25:00,26.0,9.59,26.4,25.6,26.133333333333336,25.0,25.0,[25.0],26.4,25.6,1.0,26.4,25.0,26.0
2023-06-01 01:30:00,26.0,9.69,25.4,25.4,25.399999999999995,24.7,24.7,[24.7],25.4,25.4,1.0,25.4,24.0,26.0
2023-06-01 01:35:00,26.0,9.52,26.0,25.3,25.766666666666666,24.8,24.8,[24.8],26.0,25.3,1.0,26.0,25.0,26.0
2023-06-01 01:40:00,26.0,9.55,26.4,25.3,26.03333333333333,25.0,25.0,[25.0],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 01:45:00,26.0,9.5,26.1,25.4,25.866666666666664,24.9,24.9,[24.9],26.1,25.4,1.0,26.1,24.0,26.0
2023-06-01 01:50:00,26.0,9.64,25.6,25.3,25.5,24.8,24.8,[24.8],25.6,25.3,1.0,25.6,24.0,26.0
2023-06-01 01:55:00,26.0,9.6,26.1,25.4,25.866666666666664,24.8,24.8,[24.8],26.1,25.4,1.0,26.1,25.0,26.0
2023-06-01 02:00:00,26.0,9.54,26.7,25.6,26.33333333333333,25.0,25.0,[25.0],26.7,25.6,1.0,26.7,25.0,26.0
2023-06-01 02:05:00,25.9,9.57,26.7,25.6,26.33333333333333,24.8,24.8,[24.8],26.7,25.6,1.0,26.7,24.0,26.0
2023-06-01 02:10:00,26.0,9.58,25.7,25.2,25.53333333333333,24.8,24.8,[24.8],25.7,25.2,1.0,25.7,24.0,26.0
2023-06-01 02:15:00,26.0,9.55,25.7,25.2,25.53333333333333,24.9,24.9,[24.9],25.7,25.2,1.0,25.7,25.0,26.0
2023-06-01 02:20:00,26.0,9.58,26.2,25.6,26.0,25.0,25.0,[25.0],26.2,25.6,1.0,26.2,25.0,26.0
2023-06-01 02:25:00,26.0,9.48,26.8,25.6,26.4,24.8,24.8,[24.8],26.8,25.6,1.0,26.8,23.0,26.0
2023-06-01 02:30:00,26.0,9.53,25.5,25.4,25.46666666666667,24.7,24.7,[24.7],25.5,25.4,1.0,25.5,24.0,26.0
2023-06-01 02:35:00,25.9,9.48,26.4,25.3,26.03333333333333,24.9,24.9,[24.9],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 02:40:00,25.9,9.46,26.4,25.3,26.03333333333333,24.9,24.9,[24.9],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 02:45:00,25.9,9.52,25.5,25.3,25.433333333333334,24.7,24.7,[24.7],25.5,25.3,1.0,25.5,23.0,26.0
2023-06-01 02:50:00,25.9,9.75,25.9,25.2,25.666666666666668,24.7,24.7,[24.7],25.9,25.2,1.0,25.9,25.0,26.0
2023-06-01 02:55:00,25.9,9.47,25.9,25.2,25.666666666666668,24.9,24.9,[24.9],25.9,25.2,1.0,25.9,25.0,26.0
2023-06-01 03:00:00,25.9,9.54,25.9,25.5,25.766666666666666,24.9,24.9,[24.9],25.9,25.5,1.0,25.9,24.0,26.0
2023-06-01 03:05:00,25.9,9.53,25.6,25.3,25.5,24.7,24.7,[24.7],25.6,25.3,1.0,25.6,24.0,26.0
2023-06-01 03:10:00,25.9,9.53,26.2,25.3,25.9,24.8,24.8,[24.8],26.2,25.3,1.0,26.2,25.0,26.0
2023-06-01 03:15:00,25.9,9.46,26.9,25.6,26.46666666666667,25.0,25.0,[25.0],26.9,25.6,1.0,26.9,26.0,26.0
2023-06-01 03:20:00,25.9,9.4,25.7,25.7,25.7,24.9,24.9,[24.9],25.7,25.7,1.0,25.7,24.0,26.0
2023-06-01 03:25:00,25.9,9.42,25.7,25.7,25.7,24.8,24.8,[24.8],25.7,25.7,1.0,25.7,24.0,26.0
2023-06-01 03:30:00,25.8,9.44,26.3,25.3,25.96666666666667,24.9,24.9,[24.9],26.3,25.3,1.0,26.3,25.0,26.0
2023-06-01 03:35:00,25.9,9.46,26.3,25.6,26.066666666666663,24.9,24.9,[24.9],26.3,25.6,1.0,26.3,25.0,26.0
2023-06-01 03:40:00,25.9,9.43,25.6,25.3,25.5,24.7,24.7,[24.7],25.6,25.3,1.0,25.6,24.0,26.0
2023-06-01 03:45:00,25.9,9.45,25.9,25.1,25.633333333333336,24.7,24.7,[24.7],25.9,25.1,1.0,25.9,24.0,26.0
2023-06-01 03:50:00,25.9,9.42,26.5,25.4,26.133333333333336,24.9,24.9,[24.9],26.5,25.4,1.0,26.5,25.0,26.0
2023-06-01 03:55:00,25.9,9.46,26.1,25.5,25.9,24.8,24.8,[24.8],26.1,25.5,1.0,26.1,24.0,26.0
2023-06-01 04:00:00,25.9,9.41,25.7,25.3,25.566666666666663,24.7,24.7,[24.7],25.7,25.3,1.0,25.7,24.0,26.0
2023-06-01 04:05:00,25.8,9.45,26.1,25.3,25.83333333333333,24.8,24.8,[24.8],26.1,25.3,1.0,26.1,25.0,26.0
2023-06-01 04:10:00,25.8,9.44,26.6,25.2,26.133333333333336,25.0,25.0,[25.0],26.6,25.2,1.0,26.6,25.0,26.0
2023-06-01 04:15:00,25.9,9.65,25.6,25.5,25.566666666666663,24.8,24.8,[24.8],25.6,25.5,1.0,25.6,24.0,26.0
2023-06-01 04:20:00,25.9,9.52,25.7,25.5,25.633333333333336,24.7,24.7,[24.7],25.7,25.5,1.0,25.7,24.0,26.0
2023-06-01 04:25:00,25.8,9.44,25.7,25.1,25.5,24.8,24.8,[24.8],25.7,25.1,1.0,25.7,25.0,26.0
2023-06-01 04:30:00,25.8,9.48,26.8,25.6,26.4,25.0,25.0,[25.0],26.8,25.6,1.0,26.8,26.0,26.0
2023-06-01 04:35:00,25.9,9.42,25.6,25.4,25.53333333333333,24.7,24.7,[24.7],25.6,25.4,1.0,25.6,25.0,26.0
2023-06-01 04:40:00,25.8,9.45,25.9,25.2,25.666666666666668,24.7,24.7,[24.7],25.9,25.2,1.0,25.9,24.0,26.0
2023-06-01 04:45:00,25.8,9.48,26.4,25.3,26.03333333333333,24.9,24.9,[24.9],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 04:50:00,25.8,9.51,26.7,25.6,26.33333333333333,24.9,24.9,[24.9],26.7,25.6,1.0,26.7,25.0,26.0
2023-06-01 04:55:00,25.8,9.48,26.7,25.6,26.33333333333333,24.7,24.7,[24.7],26.7,25.6,1.0,26.7,24.0,26.0
2023-06-01 05:00:00,25.7,9.4,26.1,25.2,25.8,24.7,24.7,[24.7],26.1,25.2,1.0,26.1,24.0,26.0
2023-06-01 05:05:00,25.8,9.46,26.4,25.3,26.03333333333333,24.8,24.8,[24.8],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 05:10:00,25.8,9.47,26.3,25.5,26.03333333333333,24.8,24.8,[24.8],26.3,25.5,1.0,26.3,25.0,26.0
2023-06-01 05:15:00,25.8,9.48,25.6,25.5,25.566666666666663,24.6,24.6,[24.6],25.6,25.5,1.0,25.6,24.0,26.0
2023-06-01 05:20:00,25.8,9.510000000000002,26.1,25.1,25.76666666666667,24.7,24.7,[24.7],26.1,25.1,1.0,26.1,25.0,26.0
2023-06-01 05:25:00,25.8,9.55,26.4,25.1,25.96666666666667,24.9,24.9,[24.9],26.4,25.1,1.0,26.4,25.0,26.0
2023-06-01 05:30:00,25.8,9.56,26.2,25.6,26.0,24.8,24.8,[24.8],26.2,25.6,1.0,26.2,24.0,26.0
2023-06-01 05:35:00,25.8,9.98,25.7,25.2,25.53333333333333,24.7,24.7,[24.7],25.7,25.2,1.0,25.7,24.0,26.0
2023-06-01 05:40:00,25.8,9.81,26.1,25.2,25.8,24.7,24.7,[24.7],26.1,25.2,1.0,26.1,25.0,26.0
2023-06-01 05:45:00,25.7,9.79,26.1,25.4,25.866666666666664,24.9,24.9,[24.9],26.1,25.4,1.0,26.1,25.0,26.0
2023-06-01 05:50:00,25.7,9.77,25.9,25.4,25.73333333333333,24.8,24.8,[24.8],25.9,25.4,1.0,25.9,24.0,26.0
2023-06-01 05:55:00,25.7,9.74,25.7,25.1,25.5,24.6,24.6,[24.6],25.7,25.1,1.0,25.7,24.0,26.0
2023-06-01 06:00:00,25.7,10.24,26.1,25.2,25.8,24.7,24.7,[24.7],26.1,25.2,1.0,26.1,25.0,26.0
2023-06-01 06:05:00,25.7,9.99,26.8,25.5,26.366666666666664,24.9,24.9,[24.9],26.8,25.5,1.0,26.8,25.0,26.0
2023-06-01 06:10:00,25.7,9.52,26.8,25.5,26.366666666666664,24.7,24.7,[24.7],26.8,25.5,1.0,26.8,24.0,26.0
2023-06-01 06:15:00,25.7,9.57,25.8,25.2,25.6,24.7,24.7,[24.7],25.8,25.2,1.0,25.8,24.0,26.0
2023-06-01 06:20:00,25.7,9.94,26.4,25.3,26.03333333333333,24.8,24.8,[24.8],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 06:25:00,25.7,9.53,26.4,25.6,26.133333333333336,24.9,24.9,[24.9],26.4,25.6,1.0,26.4,25.0,26.0
2023-06-01 06:30:00,25.7,9.48,25.5,25.4,25.46666666666667,24.6,24.6,[24.6],25.5,25.4,1.0,25.5,23.0,26.0
2023-06-01 06:35:00,25.7,9.6,25.8,25.2,25.6,24.6,24.6,[24.6],25.8,25.2,1.0,25.8,24.0,26.0
2023-06-01 06:40:00,25.7,9.7,26.3,25.3,25.96666666666667,24.8,24.8,[24.8],26.3,25.3,1.0,26.3,25.0,26.0
2023-06-01 06:45:00,25.7,9.63,26.4,25.5,26.1,24.8,24.8,[24.8],26.4,25.5,1.0,26.4,25.0,26.0
2023-06-01 06:50:00,25.7,9.73,25.5,25.3,25.433333333333334,24.6,24.6,[24.6],25.5,25.3,1.0,25.5,24.0,26.0
2023-06-01 06:55:00,25.7,9.48,26.0,25.3,25.766666666666666,24.6,24.6,[24.6],26.0,25.3,1.0,26.0,25.0,26.0
2023-06-01 07:00:00,25.7,9.65,26.0,25.3,25.766666666666666,24.8,24.8,[24.8],26.0,25.3,1.0,26.0,25.0,26.0
2023-06-01 07:05:00,25.7,9.65,25.9,25.9,25.899999999999995,24.9,24.9,[24.9],25.9,25.9,1.0,25.9,25.0,26.0
2023-06-01 07:10:00,25.7,9.78,25.6,25.4,25.53333333333333,24.7,24.7,[24.7],25.6,25.4,1.0,25.6,24.0,26.0
2023-06-01 07:15:00,25.7,9.58,26.0,25.3,25.766666666666666,24.7,24.7,[24.7],26.0,25.3,1.0,26.0,25.0,26.0
2023-06-01 07:20:00,25.7,9.61,26.5,25.5,26.166666666666668,24.9,24.9,[24.9],26.5,25.5,1.0,26.5,25.0,26.0
2023-06-01 07:25:00,25.7,9.63,25.9,25.9,25.899999999999995,24.9,24.9,[24.9],25.9,25.9,1.0,25.9,24.0,26.0
2023-06-01 07:30:00,25.6,9.63,25.5,25.3,25.433333333333334,24.7,24.7,[24.7],25.5,25.3,1.0,25.5,24.0,26.0
2023-06-01 07:35:00,25.6,9.58,26.1,25.3,25.83333333333333,24.7,24.7,[24.7],26.1,25.3,1.0,26.1,25.0,26.0
2023-06-01 07:40:00,25.7,9.84,26.1,25.7,25.96666666666667,24.9,24.9,[24.9],26.1,25.7,1.0,26.1,26.0,26.0
2023-06-01 07:45:00,25.7,9.56,25.6,25.6,25.600000000000005,24.7,24.7,[24.7],25.6,25.6,1.0,25.6,23.0,26.0
2023-06-01 07:50:00,25.6,9.64,25.8,25.2,25.6,24.7,24.7,[24.7],25.8,25.2,1.0,25.8,24.0,26.0
2023-06-01 07:55:00,25.7,9.57,26.4,25.2,26.0,24.8,24.8,[24.8],26.4,25.2,1.0,26.4,25.0,26.0
2023-06-01 08:00:00,25.7,9.67,26.6,25.6,26.26666666666667,24.9,24.9,[24.9],26.6,25.6,1.0,26.6,25.0,26.0
2023-06-01 08:05:00,25.6,9.83,25.4,25.4,25.399999999999995,24.6,24.6,[24.6],25.4,25.4,1.0,25.4,24.0,26.0
2023-06-01 08:10:00,25.6,9.99,25.4,25.2,25.33333333333333,24.6,24.6,[24.6],25.4,25.2,1.0,25.4,25.0,26.0
2023-06-01 08:15:00,25.7,10.17,26.6,25.5,26.23333333333333,24.8,24.8,[24.8],26.6,25.5,1.0,26.6,25.0,26.0
2023-06-01 08:20:00,25.6,9.71,25.9,25.9,25.899999999999995,24.8,24.8,[24.8],25.9,25.9,1.0,25.9,0.0,26.0
2023-06-01 08:25:00,25.7,9.65,25.6,25.3,25.5,24.7,24.7,[24.7],25.6,25.3,1.0,25.6,24.0,26.0
2023-06-01 08:30:00,25.6,9.68,26.2,25.2,25.866666666666664,24.7,24.7,[24.7],26.2,25.2,1.0,26.2,25.0,26.0
2023-06-01 08:35:00,25.7,9.71,26.6,25.5,26.23333333333333,24.9,24.9,[24.9],26.6,25.5,1.0,26.6,25.0,26.0
2023-06-01 08:40:00,25.7,9.6,26.6,25.8,26.33333333333333,24.8,24.8,[24.8],26.6,25.8,1.0,26.6,24.0,26.0
2023-06-01 08:45:00,25.6,10.01,25.6,25.3,25.5,24.6,24.6,[24.6],25.6,25.3,1.0,25.6,24.0,26.0
2023-06-01 08:50:00,25.6,10.39,26.1,25.3,25.83333333333333,24.8,24.8,[24.8],26.1,25.3,1.0,26.1,25.0,26.0
2023-06-01 08:55:00,25.6,9.9,26.8,25.7,26.433333333333334,24.9,24.9,[24.9],26.8,25.7,1.0,26.8,26.0,26.0
2023-06-01 09:00:00,25.6,9.67,25.7,25.7,25.7,24.7,24.7,[24.7],25.7,25.7,1.0,25.7,23.0,26.0
2023-06-01 09:05:00,25.6,9.87,25.9,25.3,25.7,24.6,24.6,[24.6],25.9,25.3,1.0,25.9,24.0,26.0
2023-06-01 09:10:00,25.6,9.84,26.3,25.3,25.96666666666667,24.8,24.8,[24.8],26.3,25.3,1.0,26.3,25.0,26.0
2023-06-01 09:15:00,25.6,9.82,26.5,25.5,26.166666666666668,24.8,24.8,[24.8],26.5,25.5,1.0,26.5,25.0,26.0
2023-06-01 09:20:00,25.6,9.71,26.5,25.2,26.066666666666663,24.6,24.6,[24.6],26.5,25.2,1.0,26.5,24.0,26.0
2023-06-01 09:25:00,25.6,9.81,25.9,25.2,25.666666666666668,24.6,24.6,[24.6],25.9,25.2,1.0,25.9,25.0,26.0
2023-06-01 09:30:00,25.5,9.74,26.6,25.4,26.2,24.8,24.8,[24.8],26.6,25.4,1.0,26.6,25.0,26.0
2023-06-01 09:35:00,25.6,10.1,26.1,25.5,25.9,24.7,24.7,[24.7],26.1,25.5,1.0,26.1,24.0,26.0
2023-06-01 09:40:00,25.6,9.9,25.7,25.1,25.5,24.6,24.6,[24.6],25.7,25.1,1.0,25.7,24.0,26.0
2023-06-01 09:45:00,25.6,10.05,25.7,25.1,25.5,24.6,24.6,[24.6],25.7,25.1,1.0,25.7,25.0,26.0
2023-06-01 09:50:00,25.6,9.82,26.7,25.5,26.3,24.8,24.8,[24.8],26.7,25.5,1.0,26.7,25.0,26.0
2023-06-01 09:55:00,25.6,9.94,25.7,25.5,25.633333333333336,24.7,24.7,[24.7],25.7,25.5,1.0,25.7,24.0,26.0
2023-06-01 10:00:00,25.6,9.98,25.7,25.1,25.5,24.6,24.6,[24.6],25.7,25.1,1.0,25.7,24.0,26.0
2023-06-01 10:05:00,25.5,9.65,26.2,25.2,25.866666666666664,24.7,24.7,[24.7],26.2,25.2,1.0,26.2,25.0,26.0
2023-06-01 10:10:00,25.6,9.79,26.8,25.5,26.366666666666664,24.9,24.9,[24.9],26.8,25.5,1.0,26.8,26.0,26.0
2023-06-01 10:15:00,25.6,9.75,25.5,25.4,25.46666666666667,24.6,24.6,[24.6],25.5,25.4,1.0,25.5,23.0,26.0
2023-06-01 10:20:00,25.6,9.8,25.8,25.1,25.566666666666663,24.5,24.5,[24.5],25.8,25.1,1.0,25.8,24.0,26.0
2023-06-01 10:25:00,25.6,9.59,26.5,25.1,26.03333333333333,24.7,24.7,[24.7],26.5,25.1,1.0,26.5,25.0,26.0
2023-06-01 10:30:00,25.6,9.9,26.5,25.4,26.133333333333336,24.8,24.8,[24.8],26.5,25.4,1.0,26.5,25.0,26.0
2023-06-01 10:35:00,25.6,9.6,25.4,25.1,25.3,24.6,24.6,[24.6],25.4,25.1,1.0,25.4,24.0,26.0
2023-06-01 10:40:00,25.6,9.64,26.0,25.1,25.7,24.6,24.6,[24.6],26.0,25.1,1.0,26.0,25.0,26.0
2023-06-01 10:45:00,25.6,9.79,26.5,25.1,26.03333333333333,24.8,24.8,[24.8],26.5,25.1,1.0,26.5,25.0,26.0
2023-06-01 10:50:00,25.6,9.9,25.9,25.9,25.899999999999995,24.9,24.9,[24.9],25.9,25.9,1.0,25.9,24.0,26.0
2023-06-01 10:55:00,25.6,9.68,25.7,25.3,25.566666666666663,24.6,24.6,[24.6],25.7,25.3,1.0,25.7,24.0,26.0
2023-06-01 11:00:00,25.6,9.76,26.1,25.2,25.8,24.7,24.7,[24.7],26.1,25.2,1.0,26.1,25.0,26.0
2023-06-01 11:05:00,25.6,9.95,26.7,25.2,26.2,24.9,24.9,[24.9],26.7,25.2,1.0,26.7,25.0,26.0
2023-06-01 11:10:00,,,,,,,,,,,,,,
2023-06-01 11:15:00,,,,,,,,,,,,,,
2023-06-01 11:20:00,25.6,,,,,,,,,,,,,
2023-06-01 11:25:00,25.6,10.29,26.7,25.3,26.23333333333333,24.8,24.8,[24.8],26.7,25.3,1.0,26.7,25.0,26.0
2023-06-01 11:30:00,25.6,9.79,26.7,25.3,26.23333333333333,24.6,24.6,[24.6],26.7,25.3,1.0,26.7,23.0,26.0
2023-06-01 11:35:00,25.6,9.72,25.9,25.1,25.633333333333336,24.6,24.6,[24.6],25.9,25.1,1.0,25.9,25.0,26.0
2023-06-01 11:40:00,25.6,10.22,26.5,25.3,26.1,24.8,24.8,[24.8],26.5,25.3,1.0,26.5,25.0,26.0
2023-06-01 11:45:00,25.6,10.0,26.5,25.9,26.3,24.9,24.9,[24.9],26.5,25.9,1.0,26.5,25.0,26.0
2023-06-01 11:50:00,25.6,9.84,25.6,25.5,25.566666666666663,24.7,24.7,[24.7],25.6,25.5,1.0,25.6,24.0,26.0
2023-06-01 11:55:00,25.6,9.85,26.1,25.5,25.9,24.7,24.7,[24.7],26.1,25.5,1.0,26.1,25.0,26.0
2023-06-01 12:00:00,25.6,10.08,26.7,25.5,26.3,24.9,24.9,[24.9],26.7,25.5,1.0,26.7,25.0,26.0
2023-06-01 12:05:00,25.6,10.15,26.7,25.8,26.4,24.9,24.9,[24.9],26.7,25.8,1.0,26.7,24.0,26.0
2023-06-01 12:10:00,25.6,9.76,25.7,25.2,25.53333333333333,24.7,24.7,[24.7],25.7,25.2,1.0,25.7,24.0,26.0
2023-06-01 12:15:00,25.6,10.23,26.2,25.2,25.866666666666664,24.8,24.8,[24.8],26.2,25.2,1.0,26.2,25.0,26.0
2023-06-01 12:20:00,25.6,9.94,26.8,25.6,26.4,25.0,25.0,[25.0],26.8,25.6,1.0,26.8,26.0,26.0
2023-06-01 12:25:00,25.6,10.420000000000002,25.6,25.6,25.600000000000005,24.7,24.7,[24.7],25.6,25.6,1.0,25.6,23.0,26.0
2023-06-01 12:30:00,25.6,9.9,25.8,25.3,25.633333333333336,24.7,24.7,[24.7],25.8,25.3,1.0,25.8,24.0,26.0
2023-06-01 12:35:00,25.6,10.29,,,,24.9,24.9,[24.9],,,1.0,,25.0,26.0
2023-06-01 12:40:00,25.6,9.91,26.3,25.7,26.1,25.0,25.0,[25.0],26.3,25.7,1.0,26.3,25.0,26.0
2023-06-01 12:45:00,25.6,9.86,25.5,25.5,25.5,24.8,24.8,[24.8],25.5,25.5,1.0,25.5,24.0,26.0
2023-06-01 12:50:00,25.6,10.04,25.9,25.4,25.73333333333333,24.8,24.8,[24.8],25.9,25.4,1.0,25.9,25.0,26.0
2023-06-01 12:55:00,25.6,9.73,26.6,25.5,26.23333333333333,24.9,24.9,[24.9],26.6,25.5,1.0,26.6,25.0,26.0
2023-06-01 13:00:00,25.6,9.98,26.0,26.0,26.0,25.0,25.0,[25.0],26.0,26.0,1.0,26.0,25.0,26.0
2023-06-01 13:05:00,25.6,9.78,25.6,25.6,25.600000000000005,24.8,24.8,[24.8],25.6,25.6,1.0,25.6,24.0,26.0
2023-06-01 13:10:00,25.6,9.61,25.9,25.3,25.7,24.8,24.8,[24.8],25.9,25.3,1.0,25.9,25.0,26.0
2023-06-01 13:15:00,25.6,9.77,26.6,25.6,26.26666666666667,25.0,25.0,[25.0],26.6,25.6,1.0,26.6,25.0,26.0
2023-06-01 13:20:00,25.7,9.65,25.8,25.6,25.73333333333333,24.8,24.8,[24.8],25.8,25.6,1.0,25.8,24.0,26.0
2023-06-01 13:25:00,25.6,10.43,25.6,25.3,25.5,24.7,24.7,[24.7],25.6,25.3,1.0,25.6,24.0,26.0
2023-06-01 13:30:00,25.6,9.81,26.1,25.3,25.83333333333333,24.8,24.8,[24.8],26.1,25.3,1.0,26.1,25.0,26.0
2023-06-01 13:35:00,25.6,9.68,26.8,25.6,26.4,25.0,25.0,[25.0],26.8,25.6,1.0,26.8,26.0,26.0
2023-06-01 13:40:00,25.7,9.91,25.7,25.6,25.666666666666668,24.8,24.8,[24.8],25.7,25.6,1.0,25.7,25.0,26.0
2023-06-01 13:45:00,25.6,9.84,25.8,25.2,25.6,24.7,24.7,[24.7],25.8,25.2,1.0,25.8,24.0,26.0
2023-06-01 13:50:00,25.7,10.04,26.4,25.3,26.03333333333333,24.9,24.9,[24.9],26.4,25.3,1.0,26.4,25.0,26.0
2023-06-01 13:55:00,25.6,9.82,26.8,25.7,26.433333333333334,25.0,25.0,[25.0],26.8,25.7,1.0,26.8,26.0,26.0
2023-06-01 14:00:00,25.6,9.66,25.5,25.5,25.5,24.7,24.7,[24.7],25.5,25.5,1.0,25.5,23.0,26.0
2023-06-01 14:05:00,25.6,9.89,25.8,25.5,25.7,24.8,24.8,[24.8],25.8,25.5,1.0,25.8,24.0,26.0
2023-06-01 14:10:00,25.6,9.82,25.8,25.4,25.666666666666668,24.9,24.9,[24.9],25.8,25.4,1.0,25.8,25.0,26.0
2023-06-01 14:15:00,25.7,9.85,26.3,25.4,26.0,25.0,25.0,[25.0],26.3,25.4,1.0,26.3,25.0,26.0
2023-06-01 14:20:00,25.7,9.68,25.5,25.4,25.46666666666667,24.7,24.7,[24.7],25.5,25.4,1.0,25.5,24.0,26.0
2023-06-01 14:25:00,25.6,9.75,25.5,25.2,25.4,24.8,24.8,[24.8],25.5,25.2,1.0,25.5,25.0,26.0
2023-06-01 14:30:00,25.7,9.76,26.5,25.5,26.166666666666668,24.9,24.9,[24.9],26.5,25.5,1.0,26.5,25.0,26.0
2023-06-01 14:35:00,25.6,10.14,26.4,25.7,26.166666666666668,25.0,25.0,[25.0],26.4,25.7,1.0,26.4,25.0,26.0
2023-06-01 14:40:00,25.6,9.87,25.7,25.7,25.7,24.8,24.8,[24.8],25.7,25.7,1.0,25.7,24.0,26.0
2023-06-01 14:45:00,25.6,9.9,25.7,25.3,25.566666666666663,24.8,24.8,[24.8],25.7,25.3,1.0,25.7,25.0,26.0
2023-06-01 14:50:00,25.7,9.8,26.6,25.3,26.166666666666668,25.0,25.0,[25.0],26.6,25.3,1.0,26.6,25.0,26.0
2023-06-01 14:55:00,25.6,9.67,26.0,25.5,25.83333333333333,24.9,24.9,[24.9],26.0,25.5,1.0,26.0,24.0,0.0
2023-06-01 15:00:00,25.6,9.81,25.7,25.3,25.566666666666663,24.7,24.7,[24.7],25.7,25.3,1.0,25.7,24.0,26.0
2023-06-01 15:05:00,25.6,9.68,26.1,25.3,25.83333333333333,24.8,24.8,[24.8],26.1,25.3,1.0,26.1,25.0,26.0
2023-06-01 15:10:00,25.6,9.72,26.6,25.6,26.26666666666667,25.1,25.1,[25.1],26.6,25.6,1.0,26.6,25.0,26.0
2023-06-01 15:15:00,25.6,9.64,26.6,25.9,26.366666666666664,24.9,24.9,[24.9],26.6,25.9,1.0,26.6,24.0,26.0
2023-06-01 15:20:00,25.6,10.02,25.9,25.9,25.899999999999995,24.9,24.9,[24.9],25.9,25.9,1.0,25.9,24.0,26.0
2023-06-01 15:25:00,25.6,9.61,26.2,25.5,25.96666666666667,25.0,25.0,[25.0],26.2,25.5,1.0,26.2,24.0,26.0
2023-06-01 15:30:00,25.6,9.67,26.2,25.8,26.066666666666663,25.1,25.1,[25.1],26.2,25.8,1.0,26.2,26.0,26.0
2023-06-01 15:35:00,25.6,10.13,25.5,25.5,25.5,24.8,24.8,[24.8],25.5,25.5,1.0,25.5,23.0,26.0
2023-06-01 15:40:00,25.7,9.81,26.0,25.4,25.8,24.8,24.8,[24.8],26.0,25.4,1.0,26.0,24.0,26.0
2023-06-01 15:45:00,25.6,9.760000000000002,26.0,25.4,25.8,25.0,25.0,[25.0],26.0,25.4,1.0,26.0,25.0,26.0
2023-06-01 15:50:00,25.6,9.83,26.7,25.4,26.266666666666666,25.1,25.1,[25.1],26.7,25.4,1.0,26.7,26.0,26.0
2023-06-01 15:55:00,25.6,9.93,25.6,25.6,25.600000000000005,24.8,24.8,[24.8],25.6,25.6,1.0,25.6,23.0,0.6
2023-06-01 16:00:00,25.6,9.83,25.9,25.4,25.73333333333333,24.8,24.8,[24.8],25.9,25.4,1.0,25.9,24.0,26.0
2023-06-01 16:05:00,25.5,10.08,25.9,25.5,25.766666666666666,25.0,25.0,[25.0],25.9,25.5,1.0,25.9,25.0,26.0
2023-06-01 16:10:00,25.6,9.65,26.5,25.5,26.166666666666668,25.1,25.1,[25.1],26.5,25.5,1.0,26.5,25.0,26.0
2023-06-01 16:15:00,25.6,9.66,26.5,25.7,26.23333333333333,24.8,24.8,[24.8],26.5,25.7,1.0,26.5,24.0,26.0
2023-06-01 16:20:00,25.6,10.13,26.1,25.4,25.866666666666664,24.9,24.9,[24.9],26.1,25.4,1.0,26.1,25.0,26.0
2023-06-01 16:25:00,25.6,9.8,26.1,25.5,25.9,25.1,25.1,[25.1],26.1,25.5,1.0,26.1,25.0,26.0
2023-06-01 16:30:00,25.6,10.11,26.6,25.6,26.26666666666667,25.0,25.0,[25.0],26.6,25.6,1.0,26.6,24.0,26.0
